"Name","Match","EXTRACT","New","Revision","Ticker","Obsolete Date","Obsolete Month","Obsolete Year","Obsolete Type","US Category Group","Firm Name","Inception Date","Inception Month","Inception Year","Net Assets Date","Net Assets - Share Class USD","Share Class Type","Index Fund","Estimated Share Class Net Flow (Yearly) Year2015 USD","Estimated Share Class Net Flow (Yearly) Year2016 USD","Estimated Share Class Net Flow (Yearly) Year2017 USD","Estimated Share Class Net Flow (Yearly) Year2018 USD","Estimated Share Class Net Flow (Yearly) Year2019 USD","Annual Report Net Expense Ratio Year2015","Annual Report Net Expense Ratio Year2016","Annual Report Net Expense Ratio Year2017","Annual Report Net Expense Ratio Year2018","Annual Report Net Expense Ratio Year2019","Inception Date...4","Inception Date...8","Same_Year"
"VanEck Emerging Markets A Load Waived",TRUE," A Load Waived","A","A","GBFAX.lw",2016-11-30,11,2016,"Liquidated","International Equity","VanEck",1993-12-20,12,1993,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA
"VanEck Global Hard Assets A Load Waived",TRUE," A Load Waived","A","A","GHAAX.lw",2016-11-30,11,2016,"Liquidated","Sector Equity","VanEck",1994-11-02,11,1994,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.36,NA,NA,NA,NA,NA,NA,NA
"VanEck International Investors Gold A LW",TRUE," A LW","A","A","INIVX.lw",2016-11-30,11,2016,"Liquidated","Sector Equity","VanEck",1956-02-10,2,1956,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.43,NA,NA,NA,NA,NA,NA,NA
"VanEck Long/Short Equity Index A",TRUE," A","A","A",NA,2017-11-20,11,2017,"Liquidated","Alternative","VanEck",2013-12-12,12,2013,2017-11-20,1397426,"A","Yes",1296018.336,266164.228,NA,NA,NA,0.94,0.95,NA,NA,NA,NA,NA,NA
"VanEck Long/Short Equity Index A LW",TRUE," A LW","A","A","LSNAX.lw",2016-11-30,11,2016,"Liquidated","Alternative","VanEck",2013-12-12,12,2013,NA,NA,"Load Waived","Yes",NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA
"VanEck Long/Short Equity Index I",TRUE," I","I","Instl",NA,2017-11-20,11,2017,"Liquidated","Alternative","VanEck",2013-12-12,12,2013,2017-11-20,3971114,"Inst","Yes",5342115.603,-956687.32,NA,NA,NA,0.64,0.65,NA,NA,NA,NA,NA,NA
"VanEck Long/Short Equity Index Y",TRUE," Y","Y","Y",NA,2017-11-20,11,2017,"Liquidated","Alternative","VanEck",2013-12-12,12,2013,2017-11-20,1396511,"Inst","Yes",1249237.86,-150228.463,NA,NA,NA,0.69,0.7,NA,NA,NA,NA,NA,NA
"VanEck Unconstrained Emerg Mkts Bon A LW",TRUE," A LW","A","A","EMBAX.lw",2016-11-30,11,2016,"Liquidated","Taxable Bond","VanEck",2012-07-09,7,2012,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"Vanguard Convertible Securities Inv",TRUE," Inv","Inv","Investor",NA,2019-03-19,3,2019,"Liquidated","Allocation","Vanguard",1986-06-17,6,1986,2019-02-28,350047528,"Inv","No",-258362417.585,-257027904.454,-329796633.287,-322100797.051,NA,0.38,0.34,0.35,0.34,NA,NA,NA,NA
"Vanguard Dividend Appreciation Index Inv",TRUE," Inv","Inv","Investor",NA,2019-11-07,11,2019,"Liquidated","U.S. Equity","Vanguard",2006-04-27,4,2006,2019-10-31,3647153,"Inv","Yes",-544974078.149,-118701759.932,-36926778.212,-64897302.806,NA,0.2,0.19,0.17,0.15,0.14,NA,NA,NA
"Vanguard Emerging Mkts Govt Bd Idx Inv",TRUE," Inv","Inv","Investor",NA,2019-10-11,10,2019,"Liquidated","Taxable Bond","Vanguard",2013-05-31,5,2013,2019-09-30,156673,"Inv","Yes",1759419.731,1425678.641,779958.815,-3603502.002,NA,0.49,0.49,0.49,0.49,NA,NA,NA,NA
"Vanguard FTSE All-Wld ex-US Idx Inv",TRUE," Inv","Inv","Investor",NA,2019-11-07,11,2019,"Liquidated","International Equity","Vanguard",2007-03-08,3,2007,2019-10-31,1747102,"Inv","Yes",46831741.362,-48208234.206,572324.499,-37663308.492,NA,0.26,0.23,0.23,0.2,0.2,NA,NA,NA
"Vanguard FTSE All-Wld ex-US SmCp Idx Inv",TRUE," Inv","Inv","Investor",NA,2019-11-07,11,2019,"Liquidated","International Equity","Vanguard",2009-04-02,4,2009,2019-10-31,1161541,"Inv","Yes",67187208.438,86347873.415,123121468.477,147795223.331,NA,0.31,0.27,0.25,0.22,0.22,NA,NA,NA
"Vanguard FTSE Social Index Inv",TRUE," Inv","Inv","Investor",NA,2019-11-07,11,2019,"Liquidated","U.S. Equity","Vanguard",2000-05-31,5,2000,2019-10-31,3913457,"Inv","Yes",256164703.254,137576676.808,343624855.557,481406422.569,NA,0.25,0.22,0.2,0.18,0.18,NA,NA,NA
"Vanguard Global ex-US Real Est Idx Inv",TRUE," Inv","Inv","Investor",NA,2019-10-11,10,2019,"Liquidated","Sector Equity","Vanguard",2010-11-01,11,2010,2019-09-30,4706,"Inv","Yes",4948566.895,-938188.94,-12305648.028,-2685025.078,NA,0.36,0.35,0.34,0.31,NA,NA,NA,NA
"Vanguard High Dividend Yield Index Inv",TRUE," Inv","Inv","Investor",NA,2019-11-07,11,2019,"Liquidated","U.S. Equity","Vanguard",2006-11-16,11,2006,2019-10-31,5643733,"Inv","Yes",165858384.405,1412960615.512,259925500.649,66759650.03,NA,0.16,0.15,0.15,0.14,0.14,NA,NA,NA
"Vanguard Intl Div Apprec Idx Inv",TRUE," Inv","Inv","Investor",NA,2019-07-26,7,2019,"Liquidated","International Equity","Vanguard",2016-03-02,3,2016,2019-06-30,6798900,"Inv","Yes",NA,6143677.593,3422069.461,217957.732,NA,NA,0.35,0.35,0.35,NA,2016-03-02,2016-03-02,0
"Vanguard Intl Hi Div Yld Inv",TRUE," Inv","Inv","Investor",NA,2019-07-26,7,2019,"Liquidated","International Equity","Vanguard",2016-02-25,2,2016,2019-06-30,2249933,"Inv","Yes",NA,NA,4175008.518,-920129.747,NA,NA,0.42,0.42,0.42,NA,2016-02-25,2016-02-25,0
"Vanguard Long-Term Bond Index Investor",TRUE," Investor","Investor","Investor",NA,2019-11-07,11,2019,"Liquidated","Taxable Bond","Vanguard",1994-03-01,3,1994,2019-10-31,6607471,"Inv","Yes",-72128628.91,51888509.022,178091068.742,-83306706.172,NA,0.16,0.15,0.15,0.15,NA,NA,NA,NA
"Vanguard Morgan™ Growth Admiral™",TRUE," Admiral™","Admiral™","Admiral™",NA,2019-04-05,4,2019,"Merged","U.S. Equity","Vanguard",2001-05-14,5,2001,2019-03-31,10561799903,"Other","No",459349950.886,-665949050.138,394507246.538,625293311.272,NA,0.27,0.28,0.28,0.27,NA,NA,NA,NA
"Vanguard Morgan™ Growth Inv",TRUE," Inv","Inv","Investor","VMRGX",2019-04-05,4,2019,"Merged","U.S. Equity","Vanguard",1968-12-31,12,1968,2019-03-31,4227184334,"Inv","No",-630199609.063,-539270578.408,-720274641.808,-366156734.164,NA,0.4,0.38,0.38,0.37,NA,NA,NA,NA
"Vanguard Struct Large-Cap Eq InstlPlus",TRUE," InstlPlus","InstlPlus","InstlPlus",NA,2017-02-28,2,2017,"Liquidated","U.S. Equity","Vanguard",2006-05-15,5,2006,2017-02-28,8,"Inst","No",9746515.015,-497483617.489,NA,NA,NA,0.16,0.16,NA,NA,NA,NA,NA,NA
"Vanguard Structured Broad Mkt I",TRUE," I","I","Instl",NA,2017-02-28,2,2017,"Liquidated","U.S. Equity","Vanguard",2006-11-30,11,2006,2017-02-28,2,"Inst","No",11902695.765,-24383946.487,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA
"Vanguard Structured Broad Mkt InstlPlus",TRUE," InstlPlus","InstlPlus","InstlPlus",NA,2017-02-28,2,2017,"Liquidated","U.S. Equity","Vanguard",2004-05-03,5,2004,2016-12-31,175180519,"Inst","No",27971593.159,-358176058.387,NA,NA,NA,0.16,0.16,NA,NA,NA,NA,NA,NA
"Vanguard Structured Large-Cap Eq I",TRUE," I","I","Instl",NA,2017-02-28,2,2017,"Liquidated","U.S. Equity","Vanguard",2006-05-16,5,2006,2017-02-28,46,"Inst","No",15899369.823,-12574011.582,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA
"Vanguard Tax-Exempt Bond Investor",TRUE," Investor","Investor","Investor",NA,2019-07-26,7,2019,"Liquidated","Municipal Bond","Vanguard",2015-08-21,8,2015,2019-06-30,5263990,"Inv","Yes",865042.753,1044631.185,2160391.279,1120056.05,NA,0.2,0.19,0.19,0.17,NA,2015-08-21,2015-08-21,0
"Vanguard Total World Stock Index Inv",TRUE," Inv","Inv","Investor",NA,2019-11-07,11,2019,"Liquidated","International Equity","Vanguard",2008-06-26,6,2008,2019-10-31,3530687,"Inv","Yes",132269889.564,108232218.524,167778238.324,288035726.184,NA,0.25,0.21,0.19,0.17,0.17,NA,NA,NA
"Vantagepoint 500 Stock Index I",TRUE," I","I","Instl",NA,2016-09-16,9,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",1999-03-01,3,1999,2016-09-16,5678640,"No Load","Yes",5665798.745,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint 500 Stock Index II",TRUE," II","II","Instl",NA,2016-09-16,9,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",1999-04-05,4,1999,2016-09-16,86870,"No Load","Yes",1981332.528,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint 500 Stock Index T",TRUE," T","T","T",NA,2016-10-14,10,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",2013-03-01,3,2013,2016-10-05,918314776,"Inst","Yes",52050104.16,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Aggressive Opp Inv",TRUE," Inv","Inv","Investor",NA,2016-09-16,9,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",1999-03-01,3,1999,2016-09-16,4378272,"No Load","No",-488203.924,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Aggressive Opp T",TRUE," T","T","T",NA,2016-10-14,10,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",2013-03-01,3,2013,2016-10-05,958454595,"Inst","No",-85712545.713,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Broad Market Index I",TRUE," I","I","Instl",NA,2016-09-16,9,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",1999-03-01,3,1999,2016-09-16,5843861,"No Load","Yes",6041844.542,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Broad Market Index II",TRUE," II","II","Instl",NA,2016-09-16,9,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",1999-04-05,4,1999,2016-09-16,134975,"No Load","Yes",338883.649,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Broad Market Index T",TRUE," T","T","T",NA,2016-10-14,10,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",2013-03-01,3,2013,2016-10-05,881504156,"Inst","Yes",-4689723.638,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Core Bond Index I",TRUE," I","I","Instl",NA,2016-09-16,9,2016,"Liquidated","Taxable Bond","Vantagepoint Funds",1999-03-01,3,1999,2016-09-16,3002898,"No Load","Yes",4066945.526,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Core Bond Index II",TRUE," II","II","Instl",NA,2016-09-16,9,2016,"Liquidated","Taxable Bond","Vantagepoint Funds",1999-04-05,4,1999,2016-09-16,48419,"No Load","Yes",-446804.279,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Core Bond Index T",TRUE," T","T","T",NA,2016-10-07,10,2016,"Liquidated","Taxable Bond","Vantagepoint Funds",2013-03-01,3,2013,2016-10-05,1673890935,"Inst","Yes",27152170.222,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Discovery Investor",TRUE," Investor","Investor","Investor",NA,2016-09-16,9,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",2007-10-30,10,2007,2016-09-16,315917,"No Load","No",-722886.705,NA,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Discovery T",TRUE," T","T","T",NA,2016-10-14,10,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",2013-03-01,3,2013,2016-10-05,486185689,"Inst","No",238181620.53,NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Diversifying Strategies T",TRUE," T","T","T",NA,2016-10-07,10,2016,"Liquidated","Allocation","Vantagepoint Funds",2007-10-30,10,2007,2016-10-05,912874774,"Inst","No",-148800448.962,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Equity Income Investor",TRUE," Investor","Investor","Investor",NA,2016-09-16,9,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",1999-03-01,3,1999,2016-09-16,5261217,"No Load","No",-5323896.711,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Equity Income T",TRUE," T","T","T",NA,2016-10-14,10,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",2013-03-01,3,2013,2016-10-05,1892520163,"Inst","No",-174114336.786,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Growth & Income Investor",TRUE," Investor","Investor","Investor",NA,2016-09-16,9,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",1999-03-01,3,1999,2016-09-16,5001546,"No Load","No",-160799.538,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Growth & Income T",TRUE," T","T","T",NA,2016-10-14,10,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",2013-03-01,3,2013,2016-10-05,1731395714,"Inst","No",64220899.944,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Growth Investor",TRUE," Investor","Investor","Investor",NA,2016-09-16,9,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",1999-03-01,3,1999,2016-09-16,4111660,"No Load","No",3994828.513,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Growth T",TRUE," T","T","T",NA,2016-10-14,10,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",2013-03-01,3,2013,2016-10-05,2212488021,"Inst","No",-193267505.34,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint High Yield T",TRUE," T","T","T",NA,2016-10-07,10,2016,"Liquidated","Taxable Bond","Vantagepoint Funds",2014-05-01,5,2014,2016-10-05,355060892,"Inst","No",25338593.13,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Inflation Focused Inv",TRUE," Inv","Inv","Investor",NA,2016-09-16,9,2016,"Liquidated","Taxable Bond","Vantagepoint Funds",1999-03-01,3,1999,2016-09-16,2208101,"No Load","No",-1828466.969,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Inflation Focused T",TRUE," T","T","T",NA,2016-10-07,10,2016,"Liquidated","Taxable Bond","Vantagepoint Funds",2013-03-01,3,2013,2016-10-05,519506391,"Inst","No",4367429.067,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint International Investor",TRUE," Investor","Investor","Investor",NA,2016-09-16,9,2016,"Liquidated","International Equity","Vantagepoint Funds",1999-03-01,3,1999,2016-09-16,1314966,"No Load","No",1774727.677,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint International T",TRUE," T","T","T",NA,2016-10-14,10,2016,"Liquidated","International Equity","Vantagepoint Funds",2013-03-01,3,2013,2016-10-05,1729342114,"Inst","No",210067165.793,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Low Duration Bond Investor",TRUE," Investor","Investor","Investor",NA,2016-09-16,9,2016,"Liquidated","Taxable Bond","Vantagepoint Funds",2000-12-01,12,2000,2016-09-16,6574797,"No Load","No",-1675431.774,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Low Duration Bond T",TRUE," T","T","T",NA,2016-10-07,10,2016,"Liquidated","Taxable Bond","Vantagepoint Funds",2013-03-01,3,2013,2016-10-05,746169600,"Inst","No",3077520.685,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Mid/Small Company Index I",TRUE," I","I","Instl",NA,2016-09-16,9,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",1999-03-01,3,1999,2016-09-16,3033484,"No Load","Yes",1085392.366,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Mid/Small Company Index II",TRUE," II","II","Instl",NA,2016-09-16,9,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",1999-04-05,4,1999,2016-09-16,132237,"No Load","Yes",2104259.607,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Mid/Small Company Index T",TRUE," T","T","T",NA,2016-10-14,10,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",2013-03-01,3,2013,2016-10-05,704319885,"Inst","Yes",-9832948.517,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Overseas Equity Index I",TRUE," I","I","Instl",NA,2016-09-16,9,2016,"Liquidated","International Equity","Vantagepoint Funds",1999-03-01,3,1999,2016-09-16,1276922,"No Load","Yes",2227524.329,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Overseas Equity Index II",TRUE," II","II","Instl",NA,2016-09-16,9,2016,"Liquidated","International Equity","Vantagepoint Funds",1999-04-05,4,1999,2016-09-16,61724,"No Load","Yes",89235.659,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Overseas Equity Index T",TRUE," T","T","T",NA,2016-10-07,10,2016,"Liquidated","International Equity","Vantagepoint Funds",2013-03-01,3,2013,2016-10-05,372204361,"Inst","Yes",135825538.463,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Select Value Investor",TRUE," Investor","Investor","Investor",NA,2016-09-16,9,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",2007-10-30,10,2007,2016-09-16,858066,"No Load","No",-838888.725,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA
"Vantagepoint Select Value T",TRUE," T","T","T",NA,2016-10-14,10,2016,"Liquidated","U.S. Equity","Vantagepoint Funds",2013-03-01,3,2013,2016-10-05,387366594,"Inst","No",-23512531.288,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA
"Varsity/Monetta Intermediate Bond",TRUE," Bond","Bond","Bond",NA,2016-02-18,2,2016,"Liquidated","Taxable Bond","Monetta",1993-03-01,3,1993,2016-02-18,2254091,"No Load","No",-3410265.512,NA,NA,NA,NA,1.92,NA,NA,NA,NA,NA,NA,NA
"Vice Fund Portfolio",TRUE," Portfolio","Portfolio","Portfolio",NA,2015-08-31,8,2015,"Liquidated","U.S. Equity","Vice Fund",2012-11-16,11,2012,2015-08-31,160747,"Other","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Victory CEMP Alternative Strategies A",TRUE," A","A","A",NA,2016-12-16,12,2016,"Liquidated","Alternative","Victory",2009-12-30,12,2009,2016-12-16,5756127,"A","No",-21821019.977,-24532428.639,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA
"Victory CEMP Alternative Strategies A LW",TRUE," A LW","A","A",NA,2016-11-30,11,2016,"Liquidated","Alternative","Victory",2009-12-30,12,2009,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA
"Victory CEMP Alternative Strategies C",TRUE," C","C","C",NA,2016-12-16,12,2016,"Liquidated","Alternative","Victory",2009-12-30,12,2009,2016-12-16,1873961,"C","No",-2492786.886,-5273570.309,NA,NA,NA,1.25,1.25,NA,NA,NA,NA,NA,NA
"Victory CEMP Cmdty Enh Vol WtdIdxSt A LW",TRUE," A LW","A","A",NA,2016-11-30,11,2016,"Liquidated","Commodities","Victory",2012-11-19,11,2012,NA,NA,"Load Waived","Yes",NA,NA,NA,NA,NA,1.54,1.1,NA,NA,NA,NA,NA,NA
"Victory CEMP Cmdty Enh Vol WtdIdxStrat A",TRUE," A","A","A",NA,2017-03-24,3,2017,"Merged","Commodities","Victory",2012-11-19,11,2012,2017-03-24,853688,"A","Yes",-1130421.46,307564.269,NA,NA,NA,1.54,1.1,NA,NA,NA,NA,NA,NA
"Victory CEMP Cmdty Enh Vol WtdIdxStrat C",TRUE," C","C","C",NA,2017-03-24,3,2017,"Merged","Commodities","Victory",2012-11-19,11,2012,2017-03-24,118943,"C","Yes",52956.325,-117069.098,NA,NA,NA,2.29,1.85,NA,NA,NA,NA,NA,NA
"Victory CEMP Cmdty Enh Vol WtdIdxStrat I",TRUE," I","I","Instl",NA,2017-03-24,3,2017,"Merged","Commodities","Victory",2012-11-19,11,2012,2017-03-24,1990457,"Inst","Yes",-2616792.043,-3136617.917,NA,NA,NA,1.29,0.85,NA,NA,NA,NA,NA,NA
"Victory CEMP Cmdty Vol Wtd Idx Stra A LW",TRUE," A LW","A","A","CCOAX.lw",2016-11-30,11,2016,"Liquidated","Commodities","Victory",2012-11-19,11,2012,NA,NA,"Load Waived","Yes",NA,NA,NA,NA,NA,1.36,1.1,NA,NA,NA,NA,NA,NA
"Victory CEMP Cmdty Vol Wtd Idx Strat A",TRUE," A","A","A",NA,2017-12-15,12,2017,"Liquidated","Commodities","Victory",2012-11-19,11,2012,2017-12-15,2170867,"A","Yes",384439.945,220996.37,-4987951.52,NA,NA,1.36,1.1,1.1,NA,NA,NA,NA,NA
"Victory CEMP Cmdty Vol Wtd Idx Strat C",TRUE," C","C","C",NA,2017-12-15,12,2017,"Liquidated","Commodities","Victory",2012-11-19,11,2012,2017-12-15,193659,"C","Yes",12767.435,2232.517,-308543.751,NA,NA,2.11,1.85,1.85,NA,NA,NA,NA,NA
"Victory CEMP Cmdty Vol Wtd Idx Strat I",TRUE," I","I","Instl",NA,2017-12-15,12,2017,"Liquidated","Commodities","Victory",2012-11-19,11,2012,2017-12-15,3130510,"Inst","Yes",-1791569.776,-3024047.454,-4482619.012,NA,NA,1.11,0.85,0.85,NA,NA,NA,NA,NA
"Victory CEMP Emerging Mkt Vol Wtd I A LW",TRUE," A LW","A","A",NA,2016-06-24,6,2016,"Liquidated","International Equity","Victory",2012-11-19,11,2012,NA,NA,"Load Waived","Yes",NA,NA,NA,NA,NA,1.41,NA,NA,NA,NA,NA,NA,NA
"Victory CEMP Emerging Mkt Vol Wtd Idx A",TRUE," A","A","A",NA,2016-06-24,6,2016,"Liquidated","International Equity","Victory",2012-11-19,11,2012,2016-06-24,301704,"A","Yes",550048.562,NA,NA,NA,NA,1.41,NA,NA,NA,NA,NA,NA,NA
"Victory CEMP Emerging Mkt Vol Wtd Idx C",TRUE," C","C","C",NA,2016-06-24,6,2016,"Liquidated","International Equity","Victory",2012-11-19,11,2012,2016-06-24,324442,"C","Yes",-56286.765,NA,NA,NA,NA,2.16,NA,NA,NA,NA,NA,NA,NA
"Victory CEMP Emerging Mkt Vol Wtd Idx I",TRUE," I","I","Instl",NA,2016-06-24,6,2016,"Liquidated","International Equity","Victory",2012-11-19,11,2012,2016-06-24,190571,"Inst","Yes",-8798062.726,NA,NA,NA,NA,1.16,NA,NA,NA,NA,NA,NA,NA
"Victory CEMP Enhanced Fixed Income A",TRUE," A","A","A",NA,2016-02-29,2,2016,"Liquidated","Taxable Bond","Compass EMP Funds",2012-11-19,11,2012,2016-02-26,2595449,"A","No",-24992319.929,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA
"Victory CEMP Enhanced Fixed Income A LW",TRUE," A LW","A","A",NA,2016-02-29,2,2016,"Liquidated","Taxable Bond","Compass EMP Funds",2012-11-19,11,2012,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA
"Victory CEMP Enhanced Fixed Income C",TRUE," C","C","C",NA,2016-02-29,2,2016,"Liquidated","Taxable Bond","Compass EMP Funds",2012-11-19,11,2012,2016-02-26,117162,"C","No",-52346.301,NA,NA,NA,NA,1.59,NA,NA,NA,NA,NA,NA,NA
"Victory CEMP Enhanced Fixed Income I",TRUE," I","I","Instl",NA,2016-02-29,2,2016,"Liquidated","Taxable Bond","Compass EMP Funds",2012-11-19,11,2012,2016-02-26,1359627,"Inst","No",-19151901.316,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA
"Victory CEMP International Vol Wtd A LW",TRUE," A LW","A","A",NA,2016-11-30,11,2016,"Liquidated","International Equity","Victory",2012-11-19,11,2012,NA,NA,"Load Waived","Yes",NA,NA,NA,NA,NA,1.37,1.1,NA,NA,NA,NA,NA,NA
"Victory CEMP International Vol Wtd Idx A",TRUE," A","A","A",NA,2016-12-16,12,2016,"Liquidated","International Equity","Victory",2012-11-19,11,2012,2016-12-16,564069,"A","Yes",-7654614,-3430285.621,NA,NA,NA,1.37,1.1,NA,NA,NA,NA,NA,NA
"Victory CEMP International Vol Wtd Idx C",TRUE," C","C","C",NA,2016-12-16,12,2016,"Liquidated","International Equity","Victory",2012-11-19,11,2012,2016-12-16,96851,"C","Yes",325687.517,-423871.563,NA,NA,NA,2.12,1.85,NA,NA,NA,NA,NA,NA
"Victory CEMP International Vol Wtd Idx I",TRUE," I","I","Instl",NA,2016-12-16,12,2016,"Liquidated","International Equity","Victory",2012-11-19,11,2012,2016-12-16,56821,"Inst","Yes",-16261181.727,-5309994.015,NA,NA,NA,1.12,0.85,NA,NA,NA,NA,NA,NA
"Victory CEMP International Vol Wtd Idx T",TRUE," T","T","T","CTITX",2015-10-09,10,2015,"Merged","International Equity","Victory",2012-11-19,11,2012,2015-10-09,24004,"T","Yes",NA,NA,NA,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA
"Victory CEMP Intl Enh Vol Wtd Idx A",TRUE," A","A","A",NA,2016-12-16,12,2016,"Liquidated","International Equity","Victory",2012-11-19,11,2012,2016-12-16,1693090,"A","Yes",-10780624.311,-15893607.638,NA,NA,NA,1.58,1.1,NA,NA,NA,NA,NA,NA
"Victory CEMP Intl Enh Vol Wtd Idx A LW",TRUE," A LW","A","A",NA,2016-11-30,11,2016,"Liquidated","International Equity","Victory",2012-11-19,11,2012,NA,NA,"Load Waived","Yes",NA,NA,NA,NA,NA,1.58,1.1,NA,NA,NA,NA,NA,NA
"Victory CEMP Intl Enh Vol Wtd Idx C",TRUE," C","C","C",NA,2016-12-16,12,2016,"Liquidated","International Equity","Victory",2012-11-19,11,2012,2016-12-16,1240854,"C","Yes",230236.21,-6507434.224,NA,NA,NA,2.33,1.85,NA,NA,NA,NA,NA,NA
"Victory CEMP Intl Enh Vol Wtd Idx I",TRUE," I","I","Instl",NA,2016-12-16,12,2016,"Liquidated","International Equity","Victory",2012-11-19,11,2012,2016-12-16,4195807,"Inst","Yes",-48274989.191,-10810957.087,NA,NA,NA,1.33,0.85,NA,NA,NA,NA,NA,NA
